T,800 ℃,800 ℃,800 ℃,950 ℃,950 ℃,950 ℃
δ,0.25-0.375,0.3125-0.4375,0.375-0.5,0.25-0.375,0.3125-0.4375,0.375-0.5
La0.875Y0.125Fe0.25Cu0.125Mn0.625,2.27449,2.42876,2.58304,2.14122,2.28032,2.41941
La0.875Y0.125Fe0.25Cu0.25Mn0.5,2.01597,2.2911,2.56623,1.88534,2.14441,2.40347
La0.875Y0.125Fe0.25Mn0.5Mg0.25,2.09071,2.39376,2.69682,1.96204,2.24772,2.53339
La0.875Y0.125Fe0.25Mn0.5Ni0.25,2.07162,2.33372,2.59581,1.94954,2.18918,2.42882
La0.875Y0.125Fe0.25Mn0.625Mg0.125,2.26604,2.46393,2.66182,2.13101,2.31465,2.49828
La0.875Y0.125Fe0.25Mn0.625Ni0.125,2.23656,2.40949,2.58242,2.10917,2.26256,2.41596
La0.875Y0.125Fe0.375Co0.25Mn0.375,2.09294,2.37106,2.64918,1.98297,2.23331,2.48365
La0.875Y0.125Fe0.375Co0.375Mn0.25,1.99624,2.23563,2.47502,1.88129,2.09339,2.30548
La0.875Y0.125Fe0.375Cu0.25Mn0.375,2.02071,2.2476,2.47448,1.91261,2.10877,2.30492
La0.875Y0.125Fe0.375Mn0.375Mg0.25,2.05423,2.36531,2.6764,1.94621,2.22791,2.50961
La0.875Y0.125Fe0.375Mn0.375Ni0.25,2.05897,2.29757,2.53616,1.96052,2.16152,2.36251
La0.875Y0.125Fe0.5Co0.375Mg0.125,2.05047,2.09274,2.13501,1.91383,1.94158,1.96933
La0.875Y0.125Fe0.5Co0.375Mn0.125,1.9661,2.32484,2.68359,1.84646,2.17881,2.51115
La0.875Y0.125Fe0.5Cu0.125Mn0.375,1.94282,2.29927,2.65573,1.83268,2.16296,2.49324
La0.875Y0.125Fe0.625Co0.25Cu0.125,2.27666,2.19715,2.11764,2.15905,2.05844,1.95783
La0.875Y0.125Fe0.625Co0.25Mg0.125,2.25591,2.36264,2.46938,2.13344,2.22346,2.31347
La0.875Y0.125Fe0.625Cu0.125Mn0.25,2.02261,2.31247,2.60233,1.91956,2.17781,2.43607
La0.875Y0.125Fe0.625Cu0.25Mn0.125,1.97244,2.2097,2.44697,1.86919,2.06894,2.26867
La0.875Y0.125Fe0.625Mn0.125Ni0.25,1.98369,2.24424,2.50479,1.89785,2.10562,2.31339
La0.875Y0.125Fe0.625Mn0.25Ni0.125,2.03611,2.29128,2.54645,1.94322,2.15711,2.37101
La0.875Y0.125Fe0.75Cu0.125Mn0.125,2.02079,2.30223,2.58367,1.91637,2.15926,2.40214
La0.875Y0.125Fe0.75Mn0.125Ni0.125,1.97918,2.23944,2.4997,1.87987,2.0964,2.31293
La0.875Y0.125Mn0.375Mg0.25Ni0.375,1.99751,2.21408,2.43065,1.87903,2.0752,2.27137
La0.875Y0.125Mn0.375Mg0.375Ni0.25,1.98955,2.19817,2.4068,1.86808,2.05862,2.24916
La0.875Y0.125Mn0.5Mg0.125Ni0.375,2.1975,2.43111,2.66472,2.06691,2.28762,2.50833
La0.875Y0.125Mn0.5Mg0.25Ni0.25,2.19192,2.41813,2.64434,2.05881,2.27421,2.48962
La0.875Y0.125Mn0.5Mg0.375Ni0.125,2.19131,2.42181,2.65231,2.05793,2.2779,2.49787
La0.875Y0.125Mn0.625Mg0.125Ni0.25,2.31776,2.49002,2.66228,2.18282,2.34577,2.50871
La0.875Y0.125Mn0.625Mg0.25Ni0.125,2.31715,2.4937,2.67025,2.18195,2.34946,2.51696
La0.875Y0.125Mn0.625Ni0.25Ti0.125,2.26299,2.49907,2.73515,2.11009,2.34551,2.58092
La0.875Y0.125Mn0.75Mg0.125Ni0.125,2.34677,2.50031,2.65386,2.21117,2.35598,2.50078
La0.875Y0.125Mn0.75Ni0.125Ti0.125,2.27572,2.5032,2.73068,2.1196,2.34814,2.57668
La1Co0.125Cu0.125Mn0.375Mg0.375,2.03539,2.20964,2.38388,1.92362,2.07582,2.22802
La1Co0.125Cu0.125Mn0.375Ni0.375,1.99343,2.18852,2.38362,1.88425,2.05512,2.22599
La1Co0.125Cu0.125Mn0.5Mg0.25,2.32457,2.41743,2.51029,2.20342,2.27888,2.35433
La1Co0.125Cu0.125Mn0.5Ni0.25,2.27494,2.38638,2.49782,2.15588,2.24847,2.34105
La1Co0.125Cu0.125Mn0.625Mg0.125,2.5028,2.48926,2.47572,2.38488,2.35204,2.31919
La1Co0.125Cu0.125Mn0.625Ni0.125,2.45255,2.46189,2.47123,2.33647,2.32532,2.31417
La1Co0.125Cu0.125Mn0.625Ti0.125,2.38076,2.49154,2.60233,2.23005,2.33837,2.44669
La1Co0.125Cu0.25Mn0.375Mg0.25,1.98007,2.15924,2.33841,1.86732,2.02473,2.18214
La1Co0.125Cu0.25Mn0.5Mg0.125,2.26377,2.35662,2.44946,2.14295,2.21789,2.29283
La1Co0.125Cu0.25Mn0.5Ni0.125,2.21389,2.3341,2.45431,2.09414,2.19574,2.29734
La1Co0.125Cu0.25Mn0.5Ti0.125,2.18606,2.37416,2.56225,2.0402,2.22335,2.4065
La1Co0.125Mn0.375Mg0.125Ni0.375,1.97382,2.19961,2.4254,1.86566,2.06658,2.26749
La1Co0.125Mn0.375Mg0.25Ni0.25,1.96207,2.18592,2.40976,1.85229,2.05206,2.25184
La1Co0.125Mn0.375Mg0.375Ni0.125,1.97084,2.18954,2.40824,1.85944,2.05566,2.25187
La1Co0.125Mn0.5Mg0.125Ni0.25,2.25532,2.39746,2.5396,2.1373,2.25993,2.38256
La1Co0.125Mn0.5Mg0.25Ni0.125,2.25471,2.40114,2.54757,2.13642,2.26362,2.39081
La1Co0.125Mn0.5Mg0.25Ti0.125,2.23435,2.46686,2.69938,2.08699,2.31546,2.54394
La1Co0.125Mn0.5Ni0.25Ti0.125,2.18101,2.41651,2.65201,2.03697,2.26636,2.49574
La1Co0.125Mn0.625Mg0.125Ni0.125,2.43293,2.47297,2.51301,2.31788,2.33678,2.35568
La1Co0.125Mn0.625Mg0.125Ti0.125,2.4083,2.53313,2.65795,2.26259,2.38231,2.50202
La1Co0.125Mn0.625Ni0.125Ti0.125,2.32112,2.47783,2.63454,2.1759,2.32703,2.47816
La1Co0.25Cu0.125Mn0.375Mg0.25,2.02327,2.22271,2.42215,1.90978,2.08867,2.26757
La1Co0.25Cu0.125Mn0.375Ni0.25,1.98925,2.17622,2.36318,1.87878,2.04207,2.20535
La1Co0.25Cu0.125Mn0.5Mg0.125,2.31193,2.41405,2.51617,2.19106,2.276,2.36094
La1Co0.25Cu0.125Mn0.5Ni0.125,2.27832,2.38806,2.49781,2.15886,2.25015,2.34144
La1Co0.25Cu0.125Mn0.5Ti0.125,2.23426,2.43162,2.62898,2.08431,2.27936,2.4744
La1Co0.25Cu0.25Mn0.375Mg0.125,1.96521,2.16601,2.36681,1.85059,2.03112,2.21165
La1Co0.25Mn0.375Mg0.125Ni0.25,1.96964,2.1873,2.40496,1.8602,2.05353,2.24685
La1Co0.25Mn0.375Mg0.25Ni0.125,1.97922,2.19454,2.40985,1.86852,2.06083,2.25314
La1Co0.25Mn0.5Mg0.125Ni0.125,2.25871,2.39915,2.53959,2.14027,2.26161,2.38294
La1Co0.25Mn0.5Mg0.125Ti0.125,2.2297,2.45583,2.68196,2.08069,2.30419,2.5277
La1Co0.25Mn0.5Ni0.125Ti0.125,2.18103,2.41672,2.6524,2.03352,2.26496,2.4964
La1Co0.375Cu0.125Mn0.375Mg0.125,2.02739,2.22344,2.41948,1.9145,2.08941,2.26431
La1Co0.375Cu0.125Mn0.375Ni0.125,2.00296,2.18418,2.3654,1.89183,2.0501,2.20838
La1Co0.375Mn0.375Mg0.125Ni0.125,1.98884,2.18738,2.38593,1.87785,2.05326,2.22867
La1Co0.5Cu0.125Mn0.125Ti0.25,2.01848,2.3363,2.65412,1.86903,2.18138,2.49373
La1Co0.5Mn0.125Mg0.125Ti0.25,2.01848,2.3363,2.65412,1.86903,2.18138,2.49373
La1Co0.5Mn0.125Ni0.125Ti0.25,2.03008,2.34319,2.65631,1.88351,2.18889,2.49426
La1Cu0.125Mn0.375Mg0.125Ni0.375,1.99055,2.18966,2.38876,1.88309,2.05727,2.23144
La1Cu0.125Mn0.375Mg0.25Ni0.25,1.9788,2.17596,2.37313,1.86971,2.04275,2.21579
La1Cu0.125Mn0.375Mg0.375Ni0.125,1.98757,2.17959,2.3716,1.87687,2.04634,2.21582
La1Cu0.125Mn0.5Mg0.125Ni0.25,2.27206,2.38751,2.50296,2.15472,2.25062,2.34651
La1Cu0.125Mn0.5Mg0.25Ni0.125,2.27144,2.39119,2.51093,2.15385,2.25431,2.35476
La1Cu0.125Mn0.5Mg0.25Ti0.125,2.24402,2.43613,2.62824,2.09551,2.28438,2.47324
La1Cu0.125Mn0.5Ni0.25Ti0.125,2.19775,2.40656,2.61537,2.0544,2.25705,2.45969
La1Cu0.125Mn0.625Mg0.125Ni0.125,2.45297,2.46615,2.47933,2.3382,2.33024,2.32228
La1Cu0.125Mn0.625Mg0.125Ti0.125,2.39141,2.49838,2.60535,2.24463,2.34721,2.44979
La1Cu0.125Mn0.625Ni0.125Ti0.125,2.34116,2.47101,2.60086,2.19622,2.32049,2.44477
La1Cu0.25Mn0.5Mg0.125Ni0.125,2.21101,2.33523,2.45945,2.09298,2.19789,2.3028
La1Cu0.25Mn0.5Mg0.125Ti0.125,2.18318,2.37529,2.5674,2.03904,2.2255,2.41195
La1Cu0.25Mn0.5Ni0.125Ti0.125,2.1333,2.35277,2.57224,1.99023,2.20335,2.41646
La1Fe0.125Co0.125Cu0.125Mn0.625,2.43084,2.4608,2.49077,2.31277,2.32079,2.3288
La1Fe0.125Co0.125Cu0.25Mn0.5,2.1752,2.33453,2.49386,2.05306,2.19328,2.33349
La1Fe0.125Co0.125Mn0.375Mg0.375,1.96577,2.24752,2.52927,1.86421,2.11645,2.36869
La1Fe0.125Co0.125Mn0.5Mg0.25,2.24705,2.43438,2.62171,2.12866,2.29494,2.46122
La1Fe0.125Co0.125Mn0.5Ni0.25,2.20241,2.38157,2.56073,2.08647,2.24186,2.39725
La1Fe0.125Co0.125Mn0.625Mg0.125,2.45502,2.5009,2.54679,2.33889,2.36165,2.38441
La1Fe0.125Co0.125Mn0.625Ni0.125,2.38408,2.44467,2.50525,2.27064,2.30559,2.34053
La1Fe0.125Co0.125Mn0.625Ti0.125,2.34144,2.50143,2.66143,2.19173,2.3459,2.50007
La1Fe0.125Co0.25Cu0.125Mn0.5,2.26897,2.40031,2.53165,2.14873,2.25994,2.37115
La1Fe0.125Co0.25Mn0.375Mg0.25,1.98216,2.2624,2.54264,1.8799,2.13117,2.38244
La1Fe0.125Co0.25Mn0.375Ni0.25,1.94515,2.20181,2.45847,1.84819,2.07029,2.29239
La1Fe0.125Co0.25Mn0.5Mg0.125,2.26441,2.42452,2.58463,2.14511,2.28478,2.42444
La1Fe0.125Co0.25Mn0.5Ni0.125,2.23199,2.38447,2.53695,2.11639,2.24476,2.37313
La1Fe0.125Co0.25Mn0.5Ti0.125,2.18948,2.44064,2.6918,2.0404,2.28676,2.53312
La1Fe0.125Co0.375Cu0.125Mn0.375,1.97341,2.2379,2.50239,1.87058,2.10591,2.34123
La1Fe0.125Co0.375Mn0.375Mg0.125,1.97434,2.25423,2.53412,1.87156,2.12244,2.37331
La1Fe0.125Co0.375Mn0.375Ni0.125,1.95111,2.20091,2.45071,1.85238,2.06898,2.28558
La1Fe0.125Co0.5Mn0.125Ti0.25,2.03121,2.37904,2.72686,1.8914,2.22649,2.56159
La1Fe0.125Cu0.125Mn0.375Mg0.375,1.96976,2.22504,2.48031,1.86926,2.09441,2.31955
La1Fe0.125Cu0.125Mn0.375Ni0.375,1.93986,2.20295,2.46604,1.84413,2.0728,2.30147
La1Fe0.125Cu0.125Mn0.5Mg0.25,2.25673,2.40364,2.55056,2.13719,2.26386,2.39052
La1Fe0.125Cu0.125Mn0.5Ni0.25,2.21914,2.37162,2.52409,2.10389,2.23255,2.3612
La1Fe0.125Cu0.125Mn0.625Mg0.125,2.43812,2.46616,2.49419,2.32093,2.32655,2.33217
La1Fe0.125Cu0.125Mn0.625Ni0.125,2.40412,2.43784,2.47157,2.29096,2.29905,2.30714
La1Fe0.125Cu0.125Mn0.625Ti0.125,2.32569,2.46999,2.6143,2.17562,2.31461,2.45361
La1Fe0.125Cu0.25Mn0.5Mg0.125,2.17232,2.33566,2.499,2.0519,2.19543,2.33895
La1Fe0.125Cu0.25Mn0.5Ni0.125,2.13869,2.3122,2.48572,2.02154,2.17249,2.32345
La1Fe0.125Cu0.25Mn0.5Ti0.125,2.11676,2.35889,2.60101,1.9718,2.20684,2.44188
La1Fe0.125Mn0.5Mg0.125Ni0.25,2.19953,2.3827,2.56587,2.08531,2.24401,2.4027
La1Fe0.125Mn0.5Mg0.25Ni0.125,2.19892,2.38638,2.57384,2.08443,2.2477,2.41096
La1Fe0.125Mn0.5Mg0.25Ti0.125,2.16924,2.45163,2.73402,2.02279,2.29908,2.57536
La1Fe0.125Mn0.5Ni0.25Ti0.125,2.12797,2.4003,2.67264,1.98702,2.24907,2.51111
La1Fe0.125Mn0.625Mg0.125Ni0.125,2.38451,2.44893,2.51335,2.27238,2.31051,2.34864
La1Fe0.125Mn0.625Mg0.125Ti0.125,2.35324,2.51158,2.66992,2.20815,2.35855,2.50894
La1Fe0.125Mn0.625Ni0.125Ti0.125,2.2823,2.45534,2.62838,2.13991,2.30249,2.46507
La1Fe0.25Co0.125Cu0.125Mn0.5,2.13653,2.36286,2.58919,2.02162,2.22213,2.42264
La1Fe0.25Co0.125Mn0.5Mg0.125,2.13448,2.40033,2.66618,2.02043,2.26023,2.50003
La1Fe0.25Co0.125Mn0.5Ni0.125,2.08977,2.34672,2.60367,1.97949,2.20693,2.43437
La1Fe0.25Cu0.125Mn0.5Mg0.125,2.14051,2.36508,2.58966,2.02688,2.22512,2.42335
La1Fe0.25Cu0.125Mn0.5Ni0.125,2.1065,2.33677,2.56703,1.99691,2.19762,2.39832
La1Fe0.25Cu0.125Mn0.5Ti0.125,2.09043,2.389,2.68757,1.94439,2.23365,2.52291
La1Fe0.25Mn0.5Mg0.125Ni0.125,2.08689,2.34785,2.60882,1.97833,2.20908,2.43983
La1Fe0.25Mn0.5Ni0.125Ti0.125,2.04704,2.37434,2.70165,1.90868,2.22153,2.53437
La1Fe0.375Co0.125Cu0.125Mn0.375,2.06132,2.31377,2.56623,1.97818,2.18669,2.39519
La1Fe0.375Co0.125Mn0.375Mg0.125,2.05151,2.34689,2.64228,1.96856,2.2202,2.47185
La1Fe0.375Co0.125Mn0.375Ni0.125,2.01207,2.27308,2.53409,1.92975,2.14531,2.36086
La1Fe0.375Co0.375Cu0.125Mn0.125,2.10007,2.20067,2.30127,1.99899,2.05943,2.11987
La1Fe0.375Co0.375Mn0.125Mg0.125,2.09828,2.22108,2.34389,1.99647,2.07991,2.16335
La1Fe0.375Co0.375Mn0.125Ni0.125,2.06287,2.13775,2.21264,1.9669,1.99673,2.02655
La1Fe0.375Co0.375Mn0.125Ti0.125,1.98808,2.24853,2.50899,1.84286,2.08784,2.33281
La1Fe0.375Cu0.125Mn0.375Mg0.125,2.05985,2.31224,2.56464,1.97759,2.18573,2.39386
La1Fe0.375Cu0.125Mn0.375Ni0.125,2.02881,2.26313,2.49746,1.94718,2.136,2.32481
La1Fe0.375Mn0.375Mg0.125Ni0.125,2.00919,2.27422,2.53924,1.92859,2.14746,2.36632
La1Fe0.5Co0.25Cu0.125Mg0.125,1.97812,2.07084,2.16356,1.85255,1.92859,2.00464
La1Fe0.5Co0.25Cu0.125Mn0.125,1.98492,2.30143,2.61795,1.88518,2.16301,2.44084
La1Fe0.5Co0.25Mn0.125Mg0.125,1.97328,2.33846,2.70364,1.87275,2.20004,2.52733
La1Fe0.625Co0.125Cu0.125Mn0.125,2.05881,2.28679,2.51477,1.97449,2.15299,2.33149
La1Fe0.625Co0.125Mn0.125Mg0.125,2.09632,2.37526,2.65421,2.01074,2.24042,2.47009
La1Fe0.625Co0.125Mn0.125Ni0.125,1.98565,2.25706,2.52846,1.90596,2.12426,2.34255
La1Fe0.625Cu0.125Mn0.125Mg0.125,2.05982,2.29423,2.52865,1.97734,2.16168,2.34602
La1Fe0.625Cu0.125Mn0.125Ni0.125,2.02065,2.22313,2.4256,1.94255,2.09116,2.23976
La1Fe0.625Mn0.125Mg0.125Ni0.125,1.98492,2.26908,2.55325,1.90727,2.13751,2.36774
La1Mn0.5Mg0.125Ni0.25Ti0.125,2.17814,2.41765,2.65715,2.03581,2.26851,2.5012
La1Mn0.5Mg0.25Ni0.125Ti0.125,2.17416,2.41984,2.66552,2.02851,2.26912,2.50973
La1Mn0.625Mg0.125Ni0.125Ti0.125,2.32154,2.48209,2.64264,2.17763,2.33195,2.48627
Sr0.125Ba0.125La0.75Cu0.625Ti0.375,2.0565,2.21646,2.37643,1.93185,2.07156,2.21127
Sr0.125Ba0.125La0.75Mg0.625Ti0.375,2.04682,2.33939,2.63196,1.93808,2.21047,2.48288
Sr0.125Ba0.25La0.625Cu0.625Ti0.375,2.1069,2.1785,2.2501,1.97699,2.0345,2.09202
Sr0.125Ba0.25La0.625Mg0.625Ti0.375,2.08969,2.32222,2.55475,1.97378,2.19086,2.40793
Sr0.125Ba0.375Ca0.5Co0.5Ti0.5,2.65197,2.67813,2.70429,2.50953,2.53516,2.56079
Sr0.125Ba0.375Ca0.5Cu0.5Ti0.5,2.65197,2.67813,2.70429,2.50953,2.53516,2.56079
Sr0.125Ba0.375Ca0.5Mg0.5Ti0.5,2.65197,2.67813,2.70429,2.50953,2.53516,2.56079
Sr0.125Ba0.375Ca0.5Mn0.5Ti0.5,2.65197,2.67813,2.70429,2.50953,2.53516,2.56079
Sr0.125Ba0.375Ca0.5Ni0.5Ti0.5,2.65197,2.67813,2.70429,2.50953,2.53516,2.56079
Sr0.125Ba0.375La0.5Mg0.625Ti0.375,2.03665,2.27592,2.51519,1.91494,2.14165,2.36835
Sr0.125Ba0.375Sm0.5Mg0.625Ti0.375,2.07888,2.32208,2.56527,1.94735,2.1855,2.42364
Sr0.125Ba0.375Y0.5Mg0.625Ti0.375,2.22848,2.37961,2.53074,2.09503,2.23744,2.37985
Sr0.125Ba0.375Y0.5Ni0.625Ti0.375,2.36763,2.5499,2.73218,2.22968,2.40385,2.57802
Sr0.125Ba0.5K0.375Fe0.125.875,2.35824,2.33713,2.31602,2.21694,2.19109,2.16928
Sr0.125Ba0.5La0.375Fe0.5Ti0.5,2.51285,2.59561,2.67838,2.38309,2.45428,2.52547
Sr0.125Ba0.5La0.375Mg0.625Ti0.375,2.17091,2.44448,2.71805,2.044,2.30795,2.5719
Sr0.125Ba0.5Sm0.375Co0.625Ti0.375,2.1789,2.3945,2.6101,2.04167,2.2517,2.46172
Sr0.125Ba0.5Sm0.375Mn0.625Ti0.375,2.1751,2.41241,2.64973,2.0353,2.26892,2.50254
Sr0.125Ba0.5Sm0.375Ni0.625Ti0.375,1.99514,2.23468,2.47422,1.85604,2.09153,2.32702
Sr0.125Ba0.5Y0.375Mg0.625Ti0.375,2.07272,2.3405,2.60828,1.9422,2.20048,2.45876
Sr0.125Ba0.625K0.25Fe0.25.75,2.31121,2.49536,2.6795,2.17075,2.35246,2.53434
Sr0.125Ba0.625La0.25Co0.625Ti0.375,2.16845,2.401,2.63354,2.04865,2.26367,2.4787
Sr0.125Ba0.625La0.25Mg0.625Ti0.375,2.16845,2.401,2.63354,2.04865,2.26367,2.4787
Sr0.125Ba0.625La0.25Mn0.625Ti0.375,2.17217,2.40805,2.64393,2.05211,2.27052,2.48893
Sr0.125Ba0.625La0.25Ni0.625Ti0.375,2.15872,2.40204,2.64536,2.03908,2.26465,2.49023
Sr0.125Ba0.75Ca0.125Fe0.375.625,2.73557,2.64433,2.55309,2.63803,2.50206,2.36609
Sr0.125Ba0.75K0.125Co0.5Ti0.5,2.39776,2.38097,2.36417,2.26633,2.23987,2.21365
Sr0.125Ba0.75K0.125Cu0.5Ti0.5,2.39776,2.38097,2.36417,2.26633,2.23987,2.21365
Sr0.125Ba0.75K0.125Fe0.375.625,2.0767,2.14832,2.21994,1.97221,2.00729,2.04238
Sr0.125Ba0.75K0.125Mg0.5Ti0.5,2.39776,2.38097,2.36417,2.26633,2.23987,2.21365
Sr0.125Ba0.75K0.125Mn0.5Ti0.5,2.39776,2.38097,2.36417,2.26633,2.23987,2.21365
Sr0.125Ba0.75K0.125Ni0.5Ti0.5,2.39776,2.38097,2.36417,2.26633,2.23987,2.21365
Sr0.125Ba0.75La0.125Co0.625Ti0.375,2.19165,2.17227,2.15289,2.08663,2.03593,1.98525
Sr0.125Ba0.75La0.125Mg0.625Ti0.375,2.19165,2.17227,2.15289,2.08663,2.03593,1.98525
Sr0.125Ba0.75La0.125Mn0.625Ti0.375,2.19812,2.17623,2.15434,2.09234,2.03952,1.98671
Sr0.125Ba0.75La0.125Ni0.625Ti0.375,2.18467,2.17022,2.15577,2.07932,2.03366,1.98801
Sr0.125Ca0.125La0.75Co0.125Mn0.875,2.02325,2.27348,2.5237,1.87034,2.12446,2.37857
Sr0.125Ca0.125La0.75Cu0.125Mn0.875,2.03604,2.25985,2.48367,1.87964,2.10979,2.33994
Sr0.125Ca0.125La0.75Cu0.625Ti0.375,2.23088,2.33114,2.4314,2.10482,2.18326,2.2617
Sr0.125Ca0.125La0.75Fe0.125Mn0.875,2.13649,2.25944,2.3824,1.98578,2.11018,2.23459
Sr0.125Ca0.125La0.75Fe0.25Mn0.75,1.97789,2.14454,2.31119,1.83912,1.99805,2.15699
Sr0.125Ca0.125La0.75Mg0.625Ti0.375,2.35538,2.54484,2.7343,2.24524,2.4146,2.58396
Sr0.125Ca0.125La0.75Mn0.875Mg0.125,2.04929,2.29434,2.53938,1.89583,2.14589,2.39595
Sr0.125Ca0.125La0.75Mn0.875Ti0.125,2.03111,2.29927,2.56743,1.87394,2.14835,2.42276
Sr0.125Ca0.125Sm0.75Cu0.625Ti0.375,1.97278,2.29593,2.61909,1.83602,2.14229,2.44856
Sr0.125Ca0.125Y0.75Mn0.875Ti0.125,2.02174,2.08273,2.14373,1.8634,1.91982,1.97624
Sr0.125Ca0.25La0.625Cu0.625Ti0.375,2.2208,2.29179,2.36279,2.08664,2.14258,2.19852
Sr0.125Ca0.25La0.625Mg0.625Ti0.375,2.29907,2.50793,2.71679,2.17811,2.3737,2.56928
Sr0.125Ca0.25La0.625Mn0.75Ti0.25,2.11459,2.37302,2.63144,1.97677,2.22642,2.47606
Sr0.125Ca0.25Sm0.625Cu0.625Ti0.375,1.97672,2.27643,2.57615,1.83822,2.12285,2.40747
Sr0.125Ca0.25Sm0.625Mn0.75Ti0.25,2.32146,2.50067,2.67988,2.16566,2.34091,2.51615
Sr0.125Ca0.25Y0.625Mn0.75Ti0.25,2.20645,2.37497,2.54349,2.05121,2.21727,2.38333
Sr0.125Ca0.375La0.5Mg0.625Ti0.375,2.16824,2.44636,2.72448,2.0409,2.30975,2.5786
Sr0.125Ca0.375Y0.5Mg0.625Ti0.375,2.32816,2.5251,2.72204,2.18722,2.38031,2.5734
Sr0.125Ca0.5K0.375Fe0.125.875,2.45249,2.37312,2.29374,2.31384,2.2277,2.1456
Sr0.125Ca0.5Sm0.375Mg0.625Ti0.375,2.1129,2.34191,2.57093,1.97003,2.20259,2.43514
Sr0.125Ca0.5Sm0.375Ni0.625Ti0.375,2.19184,2.40325,2.61467,2.04295,2.25894,2.47494
Sr0.125Ca0.75La0.125Co0.625Ti0.375,2.04204,2.39063,2.73921,1.91149,2.25415,2.59681
Sr0.125Ca0.75La0.125Mg0.625Ti0.375,2.04204,2.39063,2.73921,1.91149,2.25415,2.59681
Sr0.125Ca0.75La0.125Mn0.625Ti0.375,2.05311,2.37974,2.70638,1.9217,2.2425,2.5633
Sr0.125Ca0.75La0.125Ni0.625Ti0.375,2.02576,2.37274,2.71972,1.89564,2.23653,2.57741
Sr0.125K0.125Y0.75Mn0.875Ti0.125,2.21376,2.26326,2.31275,2.0509,2.09758,2.14426
Sr0.125K0.25Sm0.625Mn0.75Ti0.25,2.06778,2.22044,2.3731,1.91229,2.05991,2.20762
Sr0.125K0.375Sm0.5Fe0.125.875,2.45217,2.49257,2.53296,2.31346,2.34708,2.38448
Sr0.125K0.375Y0.5Fe0.125.875,2.43476,2.41363,2.3925,2.29204,2.26416,2.24023
Sr0.125La0.125Y0.75Co0.125Mn0.875,2.02815,2.16922,2.31029,1.85957,1.99951,2.13946
Sr0.125La0.125Y0.75Cu0.125Mn0.875,2.0156,2.14699,2.27837,1.8447,1.97545,2.1062
Sr0.125La0.125Y0.75Mn0.875Mg0.125,2.04188,2.16715,2.29241,1.8717,1.99641,2.12111
Sr0.125La0.125Y0.75Mn0.875Ni0.125,2.05088,2.15364,2.2564,1.8814,1.98348,2.08556
Sr0.125La0.125Y0.75Mn0.875Ti0.125,2.28519,2.31416,2.34313,2.12138,2.14821,2.17503
Sr0.125La0.25Sm0.625Co0.125Mn0.875,2.02854,2.13601,2.24349,1.85218,1.96496,2.07773
Sr0.125La0.25Sm0.625Co0.25Mn0.75,2.03697,2.15753,2.27809,1.86239,1.98836,2.11432
Sr0.125La0.25Sm0.625Co0.375Mn0.625,2.04568,2.15608,2.26647,1.87245,1.98708,2.10171
Sr0.125La0.25Sm0.625Fe0.375Mn0.625,2.17254,2.28899,2.40545,2.00344,2.12277,2.24211
Sr0.125La0.25Sm0.625Fe0.625Mn0.375,2.14594,2.25499,2.36404,2.01065,2.10458,2.19852
Sr0.125La0.25Sm0.625Mn0.75Mg0.25,2.00007,2.03345,2.06683,1.83102,1.86558,1.90014
Sr0.125La0.25Sm0.625Mn0.75Ni0.25,2.0394,2.08122,2.12304,1.86789,1.91246,1.95702
Sr0.125La0.25Sm0.625Mn0.875Mg0.125,2.02528,2.14811,2.27094,1.84591,1.97575,2.1056
Sr0.125La0.25Sm0.625Mn0.875Ni0.125,2.01704,2.12171,2.22638,1.83921,1.94956,2.05991
Sr0.125La0.25Sm0.625Mn0.875Ti0.125,2.15967,2.25896,2.35826,1.98654,2.08916,2.19177
Sr0.125La0.25Y0.625Co0.125Mn0.875,2.41479,2.28152,2.14826,2.24362,2.10995,1.97629
Sr0.125La0.25Y0.625Co0.25Mn0.75,2.09581,2.15767,2.21953,1.92235,1.98757,2.05278
Sr0.125La0.25Y0.625Co0.75Ti0.25,2.08443,2.29584,2.50725,1.94228,2.14401,2.34573
Sr0.125La0.25Y0.625Cu0.125Mn0.875,2.43058,2.27198,2.11337,2.25833,2.09853,1.93872
Sr0.125La0.25Y0.625Fe0.125Mn0.875,2.18627,2.29679,2.4073,2.01645,2.12125,2.22604
Sr0.125La0.25Y0.625Fe0.875Ti0.125,2.01391,2.08801,2.16212,1.89385,1.94043,1.98701
Sr0.125La0.25Y0.625Mn0.75Mg0.25,2.02296,2.0415,2.06005,1.85251,1.87283,1.89315
Sr0.125La0.25Y0.625Mn0.75Ni0.25,2.04551,2.03982,2.03413,1.87682,1.87205,1.86728
Sr0.125La0.25Y0.625Mn0.875Mg0.125,2.44001,2.2835,2.12698,2.26888,2.11118,1.95347
Sr0.125La0.25Y0.625Mn0.875Ni0.125,2.44944,2.27589,2.10234,2.27886,2.10413,1.9294
Sr0.125La0.25Y0.625Mn0.875Ti0.125,2.63076,2.41552,2.20028,2.46614,2.24746,2.02878
Sr0.125La0.375Sm0.5Cu0.625Ti0.375,2.22139,2.4221,2.62281,2.09367,2.27191,2.45014
Sr0.125La0.375Sm0.5Fe0.375Mn0.625,2.06108,2.20046,2.33983,1.89683,2.0344,2.17197
Sr0.125La0.375Sm0.5Fe0.625Mn0.375,2.00726,2.12059,2.23393,1.86276,1.96573,2.06871
